plant_id,plant_name,technology,capacity_kw,capacity_mw,capacity_factor,energy_mwh,plant_postcode,plant_ort,plant_municipality,plant_district,plant_location_id,substation_id,substation_name,substation_operator,substation_voltage,substation_type,distance_to_substation_m
SEE939318545548,"MITAB GmbH & Co. KG, (PVA Finsterwalde 1b)",Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,3952.761199800067
SEE992121467155,"MITAB GmbH & Co. KG, (PVA Finsterwalde 1b)",Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,3952.761199800067
SEE917817447983,"MITAB GmbH & Co. KG, (PVA Finsterwalde 1b)",Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,3952.761199800067
SEE975737054605,WEA 04,Wind,3600.0,3.6,0.32,10091.52,17337,Uckerland,Uckerland,Uckermark,SEL975307834293,285,,,,,1712.1865455043462
SEE957421626756,WEA 02,Wind,3450.0,3.45,0.32,9671.04,17337,Uckerland,Uckerland,Uckermark,SEL975307834293,1110,TrSt Karlstein,E.DIS Netz GmbH,,minor_distribution,1350.6337701608315
SEE965934473132,"MITAB GmbH & Co. KG, (PVA Finsterwalde 1b)",Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,3952.761199800067
SEE985604669429,"MITAB GmbH & Co. KG, (PVA Finsterwalde 1b)",Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,3952.761199800067
SEE907973763126,"MITAB GmbH & Co. KG, (PVA Finsterwalde 1b)",Solare Strahlungsenergie,630.0,0.63,0.12,662.256,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,3952.761199800067
SEE965009370144,"MITAB GmbH & Co. KG, (PVA Finsterwalde 1b)",Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,3952.761199800067
SEE993343179772,"MITAB GmbH & Co. KG, (PVA Finsterwalde 1b)",Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,3952.761199800067
SEE905440200785,"MITAB GmbH & Co. KG, (PVA Finsterwalde 1b)",Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,3952.761199800067
SEE988416310954,WP Großrössen III WEA 1,Wind,4200.0,4.2,0.32,11773.44,4916,Herzberg,Herzberg (Elster),Elbe-Elster,SEL956235989026,3383,Umspannwerk Großrössen,,110000,generation,1611.687148516809
SEE906793422855,ASO-560750-11,Solare Strahlungsenergie,1400.0,1.4,0.12,1471.6799999999998,3185,Turnow-Preilack,Peitz,Spree-Neiße,SEL996720060700,339,,,,,4258.226477173535
SEE919989306372,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,630.0,0.63,0.12,662.256,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE951349529731,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE966220945234,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE908593275419,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE928847049986,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE902035720697,ASO-875422-11,Solare Strahlungsenergie,1400.0,1.4,0.12,1471.6799999999998,3185,Turnow-Preilack,Peitz,Spree-Neiße,SEL996720060700,339,,,,,4258.226477173535
SEE981281652846,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE967121265261,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE918950420536,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE943153785892,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE935940321413,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE908609081850,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE957198354517,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE934181824981,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE944799875442,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE988535804235,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE964099884500,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE908337435154,SILVINO GmbH & Co. KG (PVA Finsterwalde 1A),Solare Strahlungsenergie,630.0,0.63,0.12,662.256,3238,Finsterwalde,Finsterwalde,Elbe-Elster,SEL984997412094,1598,,,110000,,2569.90318991314
SEE961408707833,V19623,Wind,2000.0,2.0,0.32,5606.400000000001,16269,Bliesdorf,Bliesdorf,Märkisch-Oderland,SEL900552531710,2811,UW Alttrebbin,EnBW,,generation,2574.8957932060757
SEE969880531380,V13515,Wind,2000.0,2.0,0.32,5606.400000000001,15848,Rietz-Neuendorf,Rietz-Neuendorf,Oder-Spree,SEL938653243959,1693,Birkholz,E.DIS Netz GmbH,110000,generation,1024.0449706892623
SEE974515790278,LüdII-02,Wind,3300.0,3.3,0.32,9250.56,15838,Am Mellensee,Am Mellensee,Teltow-Fläming,SEL910251703790,1406,Christinendorf,Fa. Breeze Four Energy GmbH & Co. KG,110000;20000,generation,1725.245528949293
SEE949677358536,WEA 09,Wind,3450.0,3.45,0.32,9671.04,16321,Bernau,Ahrensfelde,Barnim,SEL916042890892,2435,,,,minor_distribution,1407.2476217757824
SEE990959212923,V19611,Wind,1750.0,1.75,0.32,4905.6,16269,Bliesdorf,Bliesdorf,Märkisch-Oderland,SEL900552531710,1711,Bliesdorf,E.DIS Netz GmbH,110000,generation,394.3231272130899
SEE948794489796,WEA 10,Wind,3450.0,3.45,0.32,9671.04,16321,Bernau,Ahrensfelde,Barnim,SEL910680620309,2435,,,,minor_distribution,1406.4073220282535
SEE935830122106,WEA 11,Wind,3450.0,3.45,0.32,9671.04,16321,Bernau,Ahrensfelde,Barnim,SEL956061055988,2435,,,,minor_distribution,1110.0952443373874
SEE902659078006,WEA 12,Wind,3450.0,3.45,0.32,9671.04,16321,Bernau,Ahrensfelde,Barnim,SEL982495582158,2435,,,,minor_distribution,969.4524777322417
SEE943437302227,WEA 13,Wind,3450.0,3.45,0.32,9671.04,16321,Bernau,Ahrensfelde,Barnim,SEL910680620309,2435,,,,minor_distribution,915.5220729763713
SEE967228686372,Windkraftanlage Vehlin Eins GmbH & Co. KG,Wind,2300.0,2.3,0.32,6447.360000000001,16866,Gumtow,Gumtow,Prignitz,SEL960924620640,1802,Vehlin,E.DIS Netz GmbH,110000,generation,187.63216567978984
SEE906787238677,V47862,Wind,2000.0,2.0,0.32,5606.400000000001,16792,Zehdenick,Zehdenick,Oberhavel,SEL930533412370,1707,Umspannstation Klein Mutz,E.DIS Netz GmbH,110000,generation,663.1136052798635
SEE927558044396,LHI Solar Deutschland VI GmbH & Co. KG (PVA Welzow),Solare Strahlungsenergie,5600.0,5.6,0.12,5886.719999999999,3103,Neu-Seeland,Neu-Seeland,Oberspreewald-Lausitz,SEL925944056237,588,,,,,1748.1827791882304
SEE985977859892,V47864,Wind,2000.0,2.0,0.32,5606.400000000001,16792,Zehdenick,Zehdenick,Oberhavel,SEL930533412370,205,,EON_edis,110000,,530.9475560047263
SEE946507631432,V47863,Wind,2000.0,2.0,0.32,5606.400000000001,16792,Zehdenick,Zehdenick,Oberhavel,SEL930533412370,1707,Umspannstation Klein Mutz,E.DIS Netz GmbH,110000,generation,468.08757121395837
SEE924482046533,LHI Solar Deutschland VI GmbH & Co. KG (PVA Welzow),Solare Strahlungsenergie,9800.0,9.8,0.12,10301.76,3103,Neu-Seeland,Neu-Seeland,Oberspreewald-Lausitz,SEL925944056237,588,,,,,1748.1827791882304
SEE973025247234,V47861,Wind,2000.0,2.0,0.32,5606.400000000001,16792,Zehdenick,Zehdenick,Oberhavel,SEL930533412370,1707,Umspannstation Klein Mutz,E.DIS Netz GmbH,110000,generation,1140.1751850257328
SEE929294363090,LHI Solar Deutschland VI GmbH & Co. KG (PVA Welzow),Solare Strahlungsenergie,2800.0,2.8,0.12,2943.3599999999997,3119,Welzow,Welzow,Spree-Neiße,SEL925944056237,3174,,,,minor_distribution,1046.4574476232203
SEE949292048683,Rehfeld NM68546 (1),Wind,1500.0,1.5,0.32,4204.8,4895,Rehfeld,Falkenberg/Elster,Elbe-Elster,SEL931239005699,2497,,,,,310.01512306480953
SEE995345006537,Rehfeld NM68543 (2),Wind,1500.0,1.5,0.32,4204.8,4895,Rehfeld,Falkenberg/Elster,Elbe-Elster,SEL931239005699,2498,,,110000,transmission,372.6069000928826
SEE967568614509,Rehfeld NM68547 (3)*,Wind,1500.0,1.5,0.32,4204.8,4895,Rehfeld,Falkenberg/Elster,Elbe-Elster,SEL931239005699,2497,,,,,579.2418033938285
SEE949658093340,Rehfeld NM68545 (4),Wind,1500.0,1.5,0.32,4204.8,4895,Rehfeld,Falkenberg/Elster,Elbe-Elster,SEL931239005699,2498,,,110000,transmission,701.5053710896526
SEE946128617716,Rehfeld NM68548 (5),Wind,1500.0,1.5,0.32,4204.8,4895,Rehfeld,Falkenberg/Elster,Elbe-Elster,SEL931239005699,2498,,,110000,transmission,807.5405735377326
SEE989765935843,Rehfeld NM68549 (6),Wind,1500.0,1.5,0.32,4204.8,4895,Rehfeld,Falkenberg/Elster,Elbe-Elster,SEL931239005699,2498,,,110000,transmission,979.3606021728002
SEE994698170742,Rehfeld NM23285 (7),Wind,1500.0,1.5,0.32,4204.8,4895,Rehfeld,Falkenberg/Elster,Elbe-Elster,SEL931239005699,2497,,,,,937.9835381363656
SEE942295386226,P4 Prähnsee 4,Wind,3630.0,3.63,0.32,10175.616,17291,Uckerfelde,Uckerfelde,Uckermark,SEL946360652124,292,,,,,2269.912369328217
SEE903532903798,WEA04 - NX84606,Wind,3000.0,3.0,0.32,8409.6,19339,Plattenburg,Plattenburg,Prignitz,SEL902728507635,3439,,,,minor_distribution,2670.0874324449587
SEE935534990155,Windkraftanlage Vehlin Zwei GmbH &Co. KG,Wind,2300.0,2.3,0.32,6447.360000000001,16866,Gumtow,Gumtow,Prignitz,SEL982487650070,1802,Vehlin,E.DIS Netz GmbH,110000,generation,447.5120751094336
SEE968403295532,WEA01 - NX84607,Wind,3000.0,3.0,0.32,8409.6,19339,Plattenburg,Plattenburg,Prignitz,SEL902728507635,3439,,,,minor_distribution,3560.053172188003
SEE943153544413,WEA 36 - Oberbarnim,Wind,3450.0,3.45,0.32,9671.04,16269,Wriezen,Wriezen,Märkisch-Oderland,SEL956244291691,3425,,,,,6426.792940955259
SEE916617918846,WEA06 - NX84608,Wind,3000.0,3.0,0.32,8409.6,19339,Plattenburg,Plattenburg,Prignitz,SEL977501208504,3439,,,,minor_distribution,2623.264089953812
SEE971689551704,WEA03 - NX84811,Wind,3300.0,3.3,0.32,9250.56,19339,Plattenburg,Plattenburg,Prignitz,SEL902728507635,3439,,,,minor_distribution,3008.7139045117674
SEE986439089604,WEA02 - NX84609,Wind,3000.0,3.0,0.32,8409.6,19339,Plattenburg,Plattenburg,Prignitz,SEL902728507635,3439,,,,minor_distribution,3410.959135427596
SEE906457607444,PVA Rehagener Hauptstrasse,Solare Strahlungsenergie,93.1,0.09309999999999999,0.12,97.86671999999999,15838,Am Mellensee,Am Mellensee,Teltow-Fläming,SEL989667323649,1438,Spremberg,E.DIS Netz GmbH,110000,transmission,2349.3402361788985
SEE939179438645,WEA 09,Wind,3450.0,3.45,0.32,9671.04,17337,Uckerland,Uckerland,Uckermark,SEL928083696975,1467,Wilsickow,E.DIS Netz GmbH,110000,distribution,3292.2471038966864
SEE957797992295,WEA 03 Milow,Wind,3450.0,3.45,0.32,9671.04,17337,Uckerland,Uckerland,Uckermark,SEL956661888542,1467,Wilsickow,E.DIS Netz GmbH,110000,distribution,2812.6491592435914
SEE966370025480,WEA 02 Milow,Wind,3450.0,3.45,0.32,9671.04,17337,Uckerland,Uckerland,Uckermark,SEL956661888542,1467,Wilsickow,E.DIS Netz GmbH,110000,distribution,2681.2940989176395
SEE939090684022,WEA 01 Milow,Wind,3450.0,3.45,0.32,9671.04,17337,Uckerland,Uckerland,Uckermark,SEL956661888542,1467,Wilsickow,E.DIS Netz GmbH,110000,distribution,2501.5170831006585
SEE991460954623,WEA 04 Milow,Wind,3450.0,3.45,0.32,9671.04,17337,Uckerland,Uckerland,Uckermark,SEL956661888542,1467,Wilsickow,E.DIS Netz GmbH,110000,distribution,2822.636404224022
SEE923768594577,WEA 06 Milow,Wind,3450.0,3.45,0.32,9671.04,17337,Uckerland,Uckerland,Uckermark,SEL956661888542,1467,Wilsickow,E.DIS Netz GmbH,110000,distribution,3127.884929189391
SEE978497473099,WEA 02,Wind,3400.0,3.4,0.32,9530.880000000001,16259,Heckelberg-Brunow,Heckelberg-Brunow,Märkisch-Oderland,SEL944509453298,1839,Beiersdorf,NOTUS,110000,generation,3556.346790967533
SEE991049924139,WEA 03,Wind,3600.0,3.6,0.32,10091.52,16259,Heckelberg-Brunow,Heckelberg-Brunow,Märkisch-Oderland,SEL944509453298,1839,Beiersdorf,NOTUS,110000,generation,3715.879756336768
SEE987450411863,WEA 03,Wind,4200.0,4.2,0.32,11773.44,17337,Uckerland,Uckerland,Uckermark,SEL975307834293,1110,TrSt Karlstein,E.DIS Netz GmbH,,minor_distribution,1879.848599557109
SEE928157517816,Banane,Solare Strahlungsenergie,7788.0,7.788,0.12,8186.7456,14476,Potsdam,Potsdam,Potsdam,SEL987456375428,781,,Netzgesellschaft Potsdam,,minor_distribution,265.6380398838988
SEE945541063452,WEA05 - NX84610,Wind,3000.0,3.0,0.32,8409.6,19339,Plattenburg,Plattenburg,Prignitz,SEL902728507635,3439,,,,minor_distribution,2331.3343841678998
SEE972300291085,WEA09 - NX85663,Wind,3900.0,3.9,0.32,10932.48,16928,Groß Pankow,Groß Pankow (Prignitz),Prignitz,SEL977501208504,3439,,,,minor_distribution,2335.8522447118667
SEE978857367860,15407,Wind,850.0,0.85,0.32,2382.7200000000003,16269,Bliesdorf,Bliesdorf,Märkisch-Oderland,SEL900552531710,1711,Bliesdorf,E.DIS Netz GmbH,110000,generation,2073.1398281758507
SEE950716224514,V22165,Wind,1500.0,1.5,0.32,4204.8,16928,Groß Pankow,Groß Pankow (Prignitz),Prignitz,SEL931561069642,3418,,,,,10.994733512610138
SEE957657046045,V22166,Wind,1500.0,1.5,0.32,4204.8,16928,Groß Pankow,Groß Pankow (Prignitz),Prignitz,SEL931561069642,3417,,,,,12.69045733675316
SEE906250475424,V22170,Wind,1500.0,1.5,0.32,4204.8,16928,Groß Pankow,Groß Pankow (Prignitz),Prignitz,SEL931561069642,2393,,,,minor_distribution,1251.9980968845937
SEE945055213800,RCP Solarpark Werneuchen,Solare Strahlungsenergie,4799.0,4.799,0.12,5044.7088,16356,Werneuchen,Werneuchen,Barnim,SEL946842136982,2476,Werneuchen TrSt ZBE,,,,1155.131362804359
SEE918195172979,PVA Gahro 1.3,Solare Strahlungsenergie,4572.0,4.572,0.12,4806.0864,15926,Heideblick,Heideblick,Dahme-Spreewald,SEL910405113062,1731,,,110000,generation,2951.608739682783
SEE914913479924,PVA Gahro 1.2,Solare Strahlungsenergie,4560.0,4.56,0.12,4793.472,15926,Heideblick,Heideblick,Dahme-Spreewald,SEL910405113062,1731,,,110000,generation,2951.608739682783
SEE922610860266,Rosenthal NM68483 (1),Wind,1500.0,1.5,0.32,4204.8,15936,Dahme,Dahme/Mark,Teltow-Fläming,SEL989900475586,2860,,,,yes,1541.6686228339222
SEE931818100494,Rosenthal NM68479 (2),Wind,1500.0,1.5,0.32,4204.8,15936,Dahme,Dahme/Mark,Teltow-Fläming,SEL989900475586,2860,,,,yes,1388.1546254967523
SEE940851939510,Rosenthal NM68477 (3),Wind,1500.0,1.5,0.32,4204.8,15936,Dahme,Dahme/Mark,Teltow-Fläming,SEL989900475586,2860,,,,yes,1104.9366339303567
SEE961231392121,Rosenthal NM68481 (4),Wind,1500.0,1.5,0.32,4204.8,15936,Dahme,Dahme/Mark,Teltow-Fläming,SEL989900475586,2860,,,,yes,869.5027032846107
SEE901640200433,Rosenthal NM68485 (5),Wind,1500.0,1.5,0.32,4204.8,15936,Dahme,Dahme/Mark,Teltow-Fläming,SEL989900475586,2860,,,,yes,751.4121471940944
SEE945604931421,Rosenthal NM68482 (6)*,Wind,1500.0,1.5,0.32,4204.8,15936,Dahme,Dahme/Mark,Teltow-Fläming,SEL989900475586,2860,,,,yes,390.50523162819894
SEE976378310426,Rosenthal NM68478 (7),Wind,1500.0,1.5,0.32,4204.8,15936,Dahme,Dahme/Mark,Teltow-Fläming,SEL989900475586,2860,,,,yes,1965.5139248910025
SEE930007654190,Rosenthal NM68475 (8),Wind,1500.0,1.5,0.32,4204.8,15936,Dahme,Dahme/Mark,Teltow-Fläming,SEL989900475586,1669,,,110000,transmission,1867.4572252528824
SEE927410871788,WEA Stolzenhain 01 (821130),Wind,2000.0,2.0,0.32,5606.400000000001,4916,Schönewalde,Schönewalde,Elbe-Elster,SEL957861827577,2674,UW Schönewalde (Energiequelle),Energiequelle,110000,transmission,3433.4751642232077
SEE941238614303,WEA Stolzenhain 02 (821131),Wind,2000.0,2.0,0.32,5606.400000000001,4916,Schönewalde,Schönewalde,Elbe-Elster,SEL957861827577,2674,UW Schönewalde (Energiequelle),Energiequelle,110000,transmission,3491.1952468167588
SEE910649002115,WEA Stolzenhain 03 (821132),Wind,2000.0,2.0,0.32,5606.400000000001,4916,Schönewalde,Schönewalde,Elbe-Elster,SEL957861827577,2674,UW Schönewalde (Energiequelle),Energiequelle,110000,transmission,3653.9959796898684
SEE959352609198,WEA07 - NX86315,Wind,3000.0,3.0,0.32,8409.6,19339,Plattenburg,Plattenburg,Prignitz,SEL969712456041,3439,,,,minor_distribution,2021.812955240713
SEE998224745404,WEA08 - NX86316,Wind,3000.0,3.0,0.32,8409.6,19339,Plattenburg,Plattenburg,Prignitz,SEL969712456041,3439,,,,minor_distribution,1774.510537592842
SEE957156997169,WEA 06,Wind,4200.0,4.2,0.32,11773.44,17337,Uckerland,Uckerland,Uckermark,SEL975307834293,1110,TrSt Karlstein,E.DIS Netz GmbH,,minor_distribution,1257.1717666259738
SEE948629022273,V37172,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL935755192475,1716,,,,distribution,928.1744609848406
SEE956930322647,V37176,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL935755192475,1716,,,,distribution,1108.6837947792706
SEE982659103144,V37175,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL935755192475,1716,,,,distribution,1200.3212163262615
SEE972769042815,V-20489,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Haseloff,Mühlenfließ,Potsdam-Mittelmark,SEL995542161398,1746,Neu Rietz,,110000,generation,2206.269642758517
SEE923789524799,V18215,Wind,2000.0,2.0,0.32,5606.400000000001,16792,Zehdenick,Zehdenick,Oberhavel,SEL907766367722,1707,Umspannstation Klein Mutz,E.DIS Netz GmbH,110000,generation,814.8546951038447
SEE991164146959,V-20490,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Haseloff,Mühlenfließ,Potsdam-Mittelmark,SEL995542161398,1746,Neu Rietz,,110000,generation,2593.951535386108
SEE921233970499,V18217,Wind,2000.0,2.0,0.32,5606.400000000001,16792,Zehdenick,Zehdenick,Oberhavel,SEL907766367722,1707,Umspannstation Klein Mutz,E.DIS Netz GmbH,110000,generation,857.918395357964
SEE914568245851,V-20491,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Haseloff,Mühlenfließ,Potsdam-Mittelmark,SEL995542161398,1746,Neu Rietz,,110000,generation,2480.7313547407693
SEE951460399695,V-20492,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Haseloff,Mühlenfließ,Potsdam-Mittelmark,SEL995542161398,1746,Neu Rietz,,110000,generation,2898.247152445306
SEE937632052490,V-20493,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Haseloff,Mühlenfließ,Potsdam-Mittelmark,SEL995542161398,1746,Neu Rietz,,110000,generation,3369.658944806144
SEE989853589200,V18218,Wind,2000.0,2.0,0.32,5606.400000000001,16792,Zehdenick,Zehdenick,Oberhavel,SEL907766367722,1707,Umspannstation Klein Mutz,E.DIS Netz GmbH,110000,generation,310.5726637870887
SEE984742955302,V-20495,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Niemegk,Niemegk,Potsdam-Mittelmark,SEL995542161398,1746,Neu Rietz,,110000,generation,3783.8825603928276
SEE944848018905,V-20499,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Haseloff,Mühlenfließ,Potsdam-Mittelmark,SEL995542161398,2257,,,,,3264.2716903222063
SEE911426193859,V-20500,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Haseloff,Mühlenfließ,Potsdam-Mittelmark,SEL995542161398,1746,Neu Rietz,,110000,generation,3276.1693633654363
SEE960421252405,V18219,Wind,2000.0,2.0,0.32,5606.400000000001,16792,Zehdenick,Zehdenick,Oberhavel,SEL907766367722,1707,Umspannstation Klein Mutz,E.DIS Netz GmbH,110000,generation,262.1875199553963
SEE969685797998,V-20501,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Haseloff,Mühlenfließ,Potsdam-Mittelmark,SEL995542161398,1746,Neu Rietz,,110000,generation,2885.0473582781856
SEE982439001943,V-20494,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Haseloff,Mühlenfließ,Potsdam-Mittelmark,SEL995542161398,1746,Neu Rietz,,110000,generation,3501.965372871078
SEE901131044836,V-20496,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Niemegk,Niemegk,Potsdam-Mittelmark,SEL995542161398,2257,,,,,3458.8662059369963
SEE971547751482,V-20497,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Niemegk,Niemegk,Potsdam-Mittelmark,SEL995542161398,2257,,,,,2836.6368716773845
SEE920638599991,V-20498,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Niemegk,Niemegk,Potsdam-Mittelmark,SEL995542161398,2257,,,,,3037.5926275450347
SEE940215070804,V-25865,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Haseloff,Mühlenfließ,Potsdam-Mittelmark,SEL995542161398,1746,Neu Rietz,,110000,generation,1843.5956889444108
SEE969957854725,V-25866,Wind,2000.0,2.0,0.32,5606.400000000001,14823,Haseloff,Mühlenfließ,Potsdam-Mittelmark,SEL995542161398,1746,Neu Rietz,,110000,generation,1957.7925080436773
SEE986694467728,V37173,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL935755192475,1716,,,,distribution,1358.4514168972667
SEE901286068022,WEA 01,Wind,5600.0,5.6,0.32,15697.92,15299,Müllrose,Müllrose,Oder-Spree,SEL926471863688,1794,Pillgram,E.ON edis AG,110000,generation,4250.418573430209
SEE962361404593,WEA 02,Wind,5600.0,5.6,0.32,15697.92,15299,Müllrose,Müllrose,Oder-Spree,SEL926471863688,1590,Trafostation,E.DIS Netz GmbH,,,4016.1689164526315
SEE932950153287,WEA Koßdorf 01 (V-223757),Wind,3300.0,3.3,0.32,9250.56,4895,Koßdorf,Falkenberg/Elster,Elbe-Elster,SEL998650351064,2496,,,110000,transmission,5240.608570986377
SEE935216653217,WEA Koßdorf 02 (V-223756),Wind,3300.0,3.3,0.32,9250.56,4895,Koßdorf,Falkenberg/Elster,Elbe-Elster,SEL998650351064,2962,,,110000,,4870.5257366679625
SEE934369748399,WEA Koßdorf 10 (V-223755),Wind,3300.0,3.3,0.32,9250.56,4895,Koßdorf,Falkenberg/Elster,Elbe-Elster,SEL998650351064,1996,,,,minor_distribution,3424.136149068834
SEE970177445808,PVA Neuhardenberg Flugplatz,Solare Strahlungsenergie,6490.0,6.49,0.12,6822.288,15320,Neuhardenberg,Neuhardenberg,Märkisch-Oderland,SEL905496665583,3426,UW Wuschewier,EnviTec,110000,generation,3877.2631787861283
SEE964201906342,PVA Walddrehna 1,Solare Strahlungsenergie,5606.4,5.6064,0.12,5893.447679999999,15926,Heideblick,Heideblick,Dahme-Spreewald,SEL927190201423,1731,,,110000,generation,7293.422653503119
SEE995781422496,PVA Walddrehna 2.1,Solare Strahlungsenergie,14588.0,14.588,0.12,15334.905599999998,15926,Heideblick,Heideblick,Dahme-Spreewald,SEL927190201423,1731,,,110000,generation,7813.648482623735
SEE968881194006,PVA Walddrehna 2.2,Solare Strahlungsenergie,13164.0,13.164,0.12,13837.996799999999,15926,Heideblick,Heideblick,Dahme-Spreewald,SEL927190201423,1731,,,110000,generation,7503.288242106745
